"업소아이디","업소명","분류코드","분류코드명","업소 주소","업소 전화번호","찾아오시는 길","업소정보","자랑거리","추천수","기준년월","업소 사진"
"00009164","가영미용실","005","이 미용업","서울특별시 금천구 시흥대로39길 8 (시흥동)","02-715-4539","null","영업시간 : 10:00~20:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 불가 홈페이지 주소 : 전자우편주소 : 기타 :  ","경로우대","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20171215165936.png"
"00009046","빈대떡마을","001","한식","서울특별시 마포구 망원로 97 (망원동)","02-325-0843","null","영업시간 : 좌석수 : 휴무일 : 배달 : 불가능 예약 : 불가능 카드 :가능 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","저렴한 가격 푸짐한 양 그리고 친절함","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170203114453.jpg"
"00009048","망원동수창골","001","한식","서울특별시 마포구 망원로11길 3 (망원동)","02-322-3230","null","영업시간 : 좌석수 : 휴무일 : 배달 :불가능 예약 :가능 카드 :가능 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 :    ","청결 친절 공기밥 무한리필","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20170203115423.jpg"
"00009266","경성커피컴퍼니","004","기타외식업(다방패스트푸드등)","서울특별시 마포구 삼개로 7-1 (도화동)","","","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190503160610.jpg"
"00009270","구대회커피","004","기타외식업(다방패스트푸드등)","서울특별시 마포구 창전로2길 9 (신수동)","02-716-8739","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :    ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190503162057.jpg"
"00009592","세아이용원","005","이 미용업","서울특별시 강동구 천중로27-18 104호","전화 없음","null","영업시간 : 오전7시~오후7시 좌석수 :  3개  휴무일 : 매주 목요일 배달 : 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220527141200.jpg"
"00009594","서울진우동덮밥","001","한식","서울특별시 강동구 성내로 11107호","070-8779-3215","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220527141515.jpg"
"00009494","스마일헤어광장","005","이 미용업","서울특별시 서울 양천구 중앙로46길 31(신정동)","02-2691-4168","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","가격이 저렴하고 친절한 모범업소 입니다. 어르신 경로우대 해드립니다.","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210707163848.jpg"
"00009500","북한강민물고기매운탕","001","한식","서울특별시 서울 노원구 동일로192길 30 1층","948-5355","null","영업시간 : 10:00~21:00 좌석수 : 40 휴무일 : 매주 월요일 카드 : 가능 주차 : 가능 배달 : 불가   ","내부 시설이 깨끗하고 사장님이 친절하며 매운탕 맛이 좋음","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210714144658.jpg"
"00009572","황태사랑","001","한식","서울특별시 테헤란로 322 지하2층","02-2183-1005","","영업시간 : 07:30~19:00 좌석수 : 휴무일 : 배달 : 불가능 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :","","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211213110349.jpg"
"00009608","바른꽈배기","004","기타외식업(다방패스트푸드등)","서울특별시 관악구 은천로 92 103호(봉천동)","02-877-7863","현대시장사거리에서 두산아파트(당곡사거리) 방면 벽산아파트 지구대 맞은편 두산아파트 후문쪽에 위치함","영업시간 : 매일 10:30 ~ 21:00 휴무일 : 연중무휴 좌석수 : 4석 배달 : 가능 카드 : 가능 주차 : 가능(아파트 상가 주차장) 기타 : 제로페이 서울페이 관악사랑상품권 가맹점     ","ㅇ 국내산 100% 찹쌀을 사용하여 당일 반죽을 직접 만들고 주문 즉시 조리함 ㅇ 매장이 청결함","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220715165849.jpg"
"00009609","엄마가","001","한식","서울특별시 관악구 신림로 280 1층(신림동)","","서원역 1번출구에서 도보 3분","영업시간 : 월~목 11:00~21:00 금 11:00~18:00 일 11:00~21:00 좌석수 : 8석 휴무일 : 매주 토요일 배달 : 가능(요기요) 예약 : 가능 카드 : 가능 주차 : 불가 기타 : 제로페이 서울페이  ","ㅇ 관악구 평균가보다 10%이상 저렴 ㅇ 친절하며 집밥 느낌의 메뉴로 구성","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220715172428.jpg"
"00009438","명물갈비","001","한식","서울특별시 서대문구 명물길 43-3","02-392-1239","null","영업시간 : 10:00 ~ 24:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210151512.jpg"
"00009447","정가네촌 감자탕","001","한식","서울특별시 서울시 금천구 독산로 46","02-808-4332","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220609091257.jpg"
"00009444","12st","013","기타서비스업종","서울특별시 서울시 금천구 디지털로12길 19 1층(가산동)","000-0000","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :     ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220609091859.jpg"
"00009446","포스트푸드","001","한식","서울특별시 금천구 디지털로 9길 68  B106~111호","02-2624-3939","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220609091502.jpg"
"00009457","가족이발","005","이 미용업","서울특별시 서대문구 거북골로154 삼호상가 104호","02-374-4323","null","영업시간 : 08:00 ~ 20:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210145838.jpg"
"00009460","본솔커피","004","기타외식업(다방패스트푸드등)","서울특별시 서대문구 증가로82","","null","영업시간 : 10:00 ~ 22:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210145116.jpg"
"00009461","히즈모","005","이 미용업","서울특별시 서대문구 세무서길71 1층","02-3217-4275","null","영업시간 : 10:00 ~ 20:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210145803.jpg"
"00009462","밥 보다 국시","001","한식","서울특별시 서대문구 세검정로3길 64","02-391-1279","null","영업시간 : 10:30 ~ 21:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 : ","가격동결로 물가안정에 동참","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20211210145027.jpg"
"00009439","돈장군","001","한식","서울특별시 노원구 광운로 69 1층","941-8276","광운대역 3분 거리","영업시간 : 14시~24시 배달 : 불가 예약 : 가능 카드 : 가능 주차 : 불가  ","착한가격 친절한 서비스 ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210218132616.jpg"
"00009440","여자만아구찜","001","한식","서울특별시 노원구 석계로18길 10-8","941-1989","광운대역 도보 3분 거리","영업시간 : 11시~22시 휴무일 : 월요일 배달 : 불가 카드 : 가능 주차 : 불가   ","착한 가격 친절한 서비스","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210218132934.jpg"
"00009441","뚱뚱이 밥상","001","한식","서울특별시 노원구 동일로1548(상계동 지하 1층 )","931-6493","지하철 7호선 마들역 7번 출구","영업시간 : 11시~21시30분 휴무일 : 일요일 배달 : 불가 카드 : 가능 주차 : 불가  ","착한가격 푸짐한 반찬 친절한 서비스","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210218133333.jpg"
"00009585","이가떡방","004","기타외식업(다방패스트푸드등)","서울특별시 서울 동작구 국사봉1길 70","02-816-2388","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220426154049.jpg"
"00009586","동가보쌈","001","한식","서울특별시 서울 동작구 성대로6길 10","02-3280-3023","null","저렴한 가격 깨끗한 위생 ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220426154134.jpg"
"00009588","신대방대박찹쌀꽈배기","004","기타외식업(다방패스트푸드등)","서울특별시 서울 동작구 신대방길 105","02-848-0307","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220426154311.jpg"
"00009590","남원추어탕","001","한식","서울특별시 서울 동작구 여의대방로 250 지하1층 14호","02-812-2047","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220426154531.jpg"
"00009591","경희사","007","세탁업","서울특별시 서울 동작구 서달로10길 16","02-812-3947","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220426154604.jpg"
"00009449","푸드플러스","001","한식","서울특별시 서울시 금천구 가산디지털1로 119 B동 136호","02-858-4235","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220609091225.jpg"
"00009448","국수집","001","한식","서울특별시 서울시 금천구 금하로25길 18 1층(시흥동)","809-8013","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210222105952.JPG"
"00009445","수미용실","005","이 미용업","서울특별시 서울시 금천구 탑골로 6-1(시흥동)","02-896-8960","null","영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :  ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220609091801.jpg"
"00009630","원포토라인","013","기타서비스업종","서울특별시 서울 도봉구 도당로13길 50(방학동)","02-955-3795","null","영업시간 : 11:00~20:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :불가능 홈페이지 주소 : 전자우편주소 : 기타 : ","'1998년 개업한 업소로 오랜경험에 의한 노련한 기술을 가진 업소로 가격도 저렴함' ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220726162309.jpg"
"00009577","명품헤어샵","005","이 미용업","서울특별시 서울 마포구 월드컵로23길 25","02-3141-2989","null","배달불가 주차 불가  ","커트 8000원 파마 30000 원","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220119175429.JPG"
"00009380","미도한우마을","001","한식","서울특별시 강남구 삼성로 38 개포빌딩 108호","02-557-3232","null","영업시간 : 9:30~21:30 좌석수 : 휴무일 : 배달 :자체건물만 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :   ","null","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20200513132804.jpg"
"00009304","금옥이네","001","한식","서울특별시 동작구 노량진로6길 18 (노량진동)","816-3007","null","저렴한 가격 깨끗한 위생  ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20190923093956.jpg"
"00009584","남원추어탕아구찜","001","한식","서울특별시 서울 동작구 사당로29길 1","02-595-4271","","저렴한 가격 깨끗한 위생","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220426154008.jpg"
"00009578","선자네","001","한식","서울특별시 서울 마포구 잔다리로 131 1층","02-326-5151","null","배달 불가 주차 불가  ","낮은 임대료 저렴하면서 다양한 메뉴","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220119175625.JPG"
"00009635","박연헤어","005","이 미용업","서울특별시 서울 도봉구 도봉로136길 111(창동)","02-900-0838","방학역 3번출구에서 688m","영업시간 :09:00~20:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :","위생모범업소이며가격이 저렴함 ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20220728150821.jpg"
"00009499","SBS사진실(studio 환히)","013","기타서비스업종","서울특별시 서울 중랑구 동일로109길 28-16","","중랑역 앞 동부시장으로 진입하여 시장 중앙로를 따라 내려가면 사거리가 하나씩 있음. 두 번째 사거리를 지나서 30미터 정도 더 내려가면 '태평선식'이라는 가게가 위치. 가게 바로 옆에 있는 자그만한 골목길로 진입하면 치킨집과 떡집 옆에 사진관이 위치하고 있음.","영업시간 : 09:00 ~ 23:00 좌석수 : 휴무일 : 일요일 배달 : 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 : ","30년 경력의 사진촬영 노하우. 포토샵 등 매우 능숙하며 손님들로부터 '나 같은데 더 이쁜 나의 사진이에요'라는 반&#48085;을 많이 듣곤 함. 건물 월세가 적고 오신 손님들과의 교감을 좋아하여 오랜시간 가격을 동결해 옴. ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/20210713163746.png"
"00009422","행운미용실","005","이 미용업","서울특별시 중랑구 동일로120길 121-11 (상봉동)","02-2208-7385","상봉1동 주민센터 지나 우회전하여 부광통상 택시회사 옆","영업시간 : 8:30~22:00 좌석수 :2 휴무일 :없음 배달 : 불가능 예약 : 불가능 카드 : 불가능 주차 :가능 취급품목 : 미용료(파마) 15000원","주변 평균가격(47167원)보다 약 60% 이상 저렴한 업소 '14년째 한 장소에서 미용실을 운영 종업원 없이 사장님 혼자  운영하시기 때문에 저렴한 가격으로 봉사'  ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009427","수지헤어","005","이 미용업","서울특별시 중랑구 봉우재로 41(회진빌딩 2층)","","null","영업시간 : 09~19 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 기타 : 가격도 저렴하여 이용만족도 높음  ","가격도 저렴하여 이용만족도 높음 ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009521","황제소고기국밥","001","한식","서울특별시 서울 동작구 동작대로29길 11 1층","02-594-9200","null","저렴한 가격 깨끗한 위생 ","저렴한 가격 깨끗한 위생","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
"00009527","정선메밀고을","001","한식","서울특별시 동작구 양녕로26길 63 2층","02-811-0730","null","저렴한 가격 깨끗한 위생  ","저렴한 가격 깨끗한 위생 ","0","21-2","http://tearstop.seoul.go.kr/mulga/photo/"
